,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualBeginningCashPosition,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,trailingInterestExpense,quarterlyTotalRevenue,annualNetOtherFinancingCharges,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,trailingNetIncomeContinuousOperations,quarterlyOtherNonCashItems,annualBasicAverageShares,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyStockholdersEquity,quarterlyGoodwill,annualDilutedAverageShares,quarterlyNetOtherInvestingChanges,annualTotalAssets,annualNetIncome,annualPurchaseOfBusiness,annualCashDividendsPaid,annualCurrentDebt,annualOtherNonCashItems,quarterlyBasicEPS,quarterlyNetIncome,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyDilutedEPS,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingPretaxIncome,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualRetainedEarnings,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualStockBasedCompensation,annualGoodwill,quarterlyTaxProvision,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualSaleOfInvestment,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalRevenue,annualOperatingIncome,annualCapitalStock,trailingTotalRevenue,annualEndCashPosition,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,annualBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyPurchaseOfInvestment,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingInvestingCashFlow,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingTaxProvision,trailingPurchaseOfBusiness,quarterlyOperatingExpense,quarterlyChangesInAccountReceivables,annualNetPPE,quarterlyOtherNonCurrentLiabilities,trailingNetOtherFinancingCharges,annualIncomeTaxPayable,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,trailingResearchAndDevelopment,annualCapitalExpenditure,quarterlyDeferredIncomeTax,trailingSaleOfInvestment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,trailingRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualChangesInAccountReceivables,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualCurrentDeferredRevenue,trailingEndCashPosition,trailingChangeInCashSupplementalAsReported,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,annualOtherShortTermInvestments,annualDeferredIncomeTax,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,trailingGrossProfit,trailingDepreciationAndAmortization,quarterlyNetPPE,trailingChangeInInventory,trailingBeginningCashPosition,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1285804800,,,,,9445761000.0,1223064000.0,1249000.0,,,35495000.0,60278000.0,-5564000.0,,,,64901000.0,,26000.0,,,115266000.0,-1585661000.0,,,26000.0,,,,,60278000.0,,-47123000.0,35495000.0,,,30835000.0,4623000.0,,,,,,913045000.0,,,-14092000.0,,,,,,,1.69,60028000.0,,9736463000.0,1310472000.0,1.69,,,,1486244000.0,,,64602000.0,,60028000.0,,,42034000.0,4022000.0,,,,250000.0,,-34815000.0,142073000.0,,,,,,,,,,,,,,60028000.0,10358806000.0,64602000.0,150081000.0,390000.0,,,115266000.0,,,80822000.0,18531000.0,2532056000.0,-4103625000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,,18806000.0,,12903765000.0,727374000.0,-68609000.0,,202803000.0,,138285000.0,-10143000.0,288116000.0,173258000.0,,144902000.0,7773896000.0,26000.0,8452000.0,-29545000.0,173258000.0,-4096763000.0,76026000.0,,-247438000.0,36495000.0,,288116000.0,,138285000.0,-19613000.0,-54554000.0,,,1054755000.0,78116000.0,6617000.0,,7.89,12903765000.0,,455000.0,1572064000.0,,36495000.0,269945000.0,14475829000.0,288116000.0,,-173192000.0,72927000.0,-247098000.0,,138080000.0,56485000.0,13510280000.0,3689165000.0,,1572064000.0,,,4316182000.0,-22645213000.0,,-161427000.0,,138080000.0,-8746213000.0,78116000.0,56485000.0,8452000.0,,94000.0,,205000.0,-30412000.0,57992000.0,681571000.0,-19613000.0,13643147000.0,-68609000.0,,130398000.0,111592000.0,649000.0,,173258000.0,,255853000.0,8736281000.0,7.89,138080000.0,14475829000.0,-161427000.0,115266000.0,649000.0,288571000.0,13510280000.0,173258000.0,,727374000.0,72927000.0,24637000.0,5977254000.0,-10343962000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,25810462000.0,3504600000.0,-47285000.0,,,90304000.0,4697000.0,-38313000.0,,,,15749000.0,,38000.0,,,300574000.0,-12219975000.0,,,48057000.0,,,,,,,-90798000.0,90304000.0,,,76379000.0,11052000.0,-5082000.0,,,,,3344501000.0,,,0.0,,,,,,,1.48,133542000.0,,28192575000.0,873000.0,1.48,,,,11971752000.0,,,375539000.0,,133542000.0,,,102438000.0,16040000.0,,,,,,127316000.0,1752812000.0,,,,,,,,,,,,,,133542000.0,29154963000.0,375539000.0,173258000.0,1288000.0,,,300574000.0,,,67845000.0,35648000.0,2695712000.0,-14915687000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,38859924000.0,3336485000.0,18950000.0,,,130467000.0,177822000.0,-26996000.0,,,,194791000.0,,44000.0,,,625850000.0,-12287223000.0,,,78967000.0,,,,,,,-135281000.0,130467000.0,,,73841000.0,16969000.0,-6088000.0,,,,,4776646000.0,,,-1250024000.0,,,,,,,1.36,177822000.0,,39925707000.0,-113551000.0,1.36,,,,12624586000.0,,,-12087000.0,,177822000.0,,,139265000.0,26596000.0,,,,,,325276000.0,1368403000.0,,,,,,,,,,,,,,177822000.0,43636570000.0,-12087000.0,300574000.0,1785000.0,,,625850000.0,,,61757000.0,63816000.0,22218788000.0,-33255987000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,42099173000.0,1660276000.0,42181000.0,,,180725000.0,251501000.0,-16353000.0,,,,272980000.0,,46000.0,,,984393000.0,-5058646000.0,,,112612000.0,,,,,251501000.0,,-180359000.0,180725000.0,,,67174000.0,21479000.0,-4893000.0,,,,,4940256000.0,,,829438000.0,,,,,,,1.39,250401000.0,,42271292000.0,-186435000.0,1.39,,,,5111791000.0,,,305398000.0,,250401000.0,,,,17385000.0,,,,1100000.0,,358543000.0,147001000.0,,,,,,,,,,,,,,250401000.0,47039429000.0,305398000.0,625850000.0,1836000.0,,,984393000.0,,,56864000.0,95036000.0,18340534000.0,-24228618000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,,73958000.0,,51760494000.0,1919490000.0,310294000.0,,173258000.0,210263000.0,213819000.0,-7297000.0,770480000.0,1366895000.0,,238278000.0,-259810000.0,48000.0,40417000.0,1193637000.0,1366895000.0,-9692209000.0,284575000.0,,121221000.0,153344000.0,,770480000.0,,213819000.0,1016032000.0,-257068000.0,210263000.0,,4376698000.0,-37922000.0,24459000.0,-2803000.0,5.02,51760494000.0,,6205000.0,6211803000.0,,153344000.0,-306750000.0,57972297000.0,770480000.0,,-663506000.0,54061000.0,360857000.0,0.99,208714000.0,,54783690000.0,39303000.0,0.99,6211803000.0,,,9727529000.0,-103428915000.0,,347182000.0,,208714000.0,-39258053000.0,-37922000.0,,40417000.0,,176000.0,,5105000.0,-88959000.0,382502000.0,1108482000.0,1016032000.0,64898198000.0,310294000.0,,850643000.0,776685000.0,2241000.0,,1366895000.0,-18866000.0,-727336000.0,39435658000.0,5.02,208714000.0,57972297000.0,347182000.0,984393000.0,2241000.0,776685000.0,54783690000.0,1366895000.0,,1919490000.0,54061000.0,90075000.0,21643164000.0,-31028623000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,79699000000.0,4852000000.0,257000000.0,,,241000000.0,643000000.0,-58000000.0,,,,671000000.0,,,,,1762000000.0,-24099000000.0,,,152000000.0,,,,,643000000.0,,-314000000.0,241000000.0,,,317000000.0,28000000.0,-4000000.0,,,,,8718000000.0,,,-2963000000.0,,,,,,,2.66,641000000.0,,80570000000.0,0.0,2.66,,,,24022000000.0,,,472000000.0,,641000000.0,,,,52000000.0,,,,2000000.0,,395000000.0,2205000000.0,,,,,,,,,,,,,,641000000.0,88417000000.0,472000000.0,1367000000.0,3000000.0,,,1762000000.0,,,50000000.0,106000000.0,23209000000.0,-44345000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,75813000000.0,2198000000.0,998000000.0,,,301000000.0,-264000000.0,15000000.0,,,,-228000000.0,,,,,2099000000.0,-933000000.0,,,248000000.0,,,,,-264000000.0,,-286000000.0,301000000.0,,,-328000000.0,36000000.0,-5000000.0,,,,,8969000000.0,,,-26841000000.0,,,,,,,-0.88,-261000000.0,,77922000000.0,167000000.0,-0.88,,,,656000000.0,,,614000000.0,,-261000000.0,,,,51000000.0,,,,-3000000.0,,337000000.0,155000000.0,,,,,,,,,,,,,,-264000000.0,84782000000.0,614000000.0,1762000000.0,3000000.0,,,2099000000.0,,,954000000.0,120000000.0,35141000000.0,-38104000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,90904000000.0,1311000000.0,2238000000.0,,,332800000.0,91000000.0,-11000000.0,,,,131000000.0,,,,,2569000000.0,-10725000000.0,,,272000000.0,,,,,91000000.0,,-384000000.0,332800000.0,,,-671000000.0,40000000.0,-278723000000.0,,,,,11273000000.0,,,-27706000000.0,,,,,,,0.25,86000000.0,,89640000000.0,0.0,0.25,,,,10598000000.0,,,597000000.0,,86000000.0,,,,74000000.0,,,,5000000.0,,470000000.0,1240000000.0,,,,,,,,,,,,,,83000000.0,102177000000.0,597000000.0,2099000000.0,170000000.0,,,2569000000.0,,,1008000000.0,139000000.0,25017000000.0,-29880000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,,144000000.0,,89558000000.0,133000000.0,1554000000.0,-77000000.0,1367000000.0,340300000.0,825000000.0,64000000.0,1277000000.0,2430000000.0,,865000000.0,0.0,,132000000.0,1063000000.0,2430000000.0,4576000000.0,512000000.0,,205000000.0,303900000.0,86000000.0,1267000000.0,,825000000.0,2321000000.0,-431000000.0,340300000.0,,3601000000.0,-289000000.0,40000000.0,278582000000.0,4.17,89558000000.0,,19000000.0,10895000000.0,,303900000.0,57447000000.0,100453000000.0,1277000000.0,,-1415000000.0,,877000000.0,2.37,810000000.0,,85245000000.0,26797000000.0,2.37,10895000000.0,937000000.0,937000000.0,-5353000000.0,-133900000000.0,,638000000.0,,810000000.0,-31181000000.0,-289000000.0,,133000000.0,,,,15000000.0,10000000.0,-139000000.0,1000000.0,2321000000.0,113837000000.0,1554000000.0,,1440000000.0,1296000000.0,170000000.0,,2430000000.0,-150000000.0,-63000000.0,29923000000.0,4.17,807000000.0,100453000000.0,638000000.0,2569000000.0,170000000.0,1296000000.0,85245000000.0,2430000000.0,,133000000.0,,147000000.0,30470000000.0,-21571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,-42000000.0,81727000000.0,82000000.0,767000000.0,,,356200000.0,241000000.0,-23000000.0,,,,283000000.0,,,,,2826000000.0,6785000000.0,,,186000000.0,,,,,241000000.0,,-427000000.0,356200000.0,,,-557000000.0,42000000.0,-64000000.0,,,,,11642000000.0,,,-100000000.0,,,,,,,0.64,231000000.0,,76295000000.0,0.0,0.64,,,862000000.0,-6907000000.0,,,518000000.0,,231000000.0,,,,82000000.0,,,,10000000.0,,396000000.0,1802000000.0,,,,,,,,,,,,,,228000000.0,93369000000.0,518000000.0,2430000000.0,171000000.0,,,2826000000.0,,,,140000000.0,31874000000.0,-24516000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,4000000.0,88383000000.0,87000000.0,-1998000000.0,,,396400000.0,1829000000.0,-25000000.0,,,,1875000000.0,,,,,2923000000.0,-6019000000.0,,,151000000.0,,,,,1829000000.0,,-499000000.0,396400000.0,,,852000000.0,46000000.0,-64000000.0,,,,,10280000000.0,,,-717000000.0,,,,,,,4.61,1829000000.0,,80878000000.0,-2027000000.0,4.61,,,783000000.0,5622000000.0,,,494000000.0,,1829000000.0,,,,87000000.0,,,,0.0,,97000000.0,1000000.0,,,,,,,,,,,,,,1826000000.0,98663000000.0,494000000.0,2826000000.0,171000000.0,,,2923000000.0,,,,131000000.0,30144000000.0,-38307000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-263000000.0,,,-74000000.0,87386000000.0,71000000.0,-1118000000.0,,,390600000.0,-701000000.0,-118000000.0,,,,-659000000.0,,,,,2129000000.0,-10553000000.0,,,219000000.0,,,,,-701000000.0,,-420000000.0,390600000.0,,,-160000000.0,42000000.0,-52000000.0,,,,,9885000000.0,,,1139000000.0,,,,,,,-1.8,-701000000.0,,89832000000.0,10022000000.0,-1.8,,,736000000.0,9287000000.0,,,472000000.0,,-701000000.0,,,,71000000.0,,,,0.0,,-794000000.0,0.0,,,,,,,,,,,,,,-704000000.0,97271000000.0,472000000.0,2923000000.0,171000000.0,,,2129000000.0,,,,145000000.0,49671000000.0,-68985000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-586000000.0,,168000000.0,437000000.0,67558000000.0,492000000.0,-1383000000.0,-856000000.0,2430000000.0,373000000.0,-98000000.0,467000000.0,1259000000.0,2143000000.0,,-61000000.0,-10945000000.0,,492000000.0,-287000000.0,2143000000.0,18662000000.0,536000000.0,,168000000.0,379100000.0,325000000.0,1245000000.0,,-98000000.0,2501000000.0,-313000000.0,373000000.0,,1803000000.0,-497000000.0,37000000.0,-29000000.0,3.28,67558000000.0,,13000000.0,8697000000.0,,379100000.0,-24000000.0,76255000000.0,1259000000.0,,-1659000000.0,,724000000.0,-0.28,-101000000.0,,70000000000.0,-18940000000.0,-0.28,8697000000.0,910000000.0,910000000.0,-19665000000.0,-146357000000.0,,1017000000.0,,-101000000.0,8875000000.0,-497000000.0,,492000000.0,,,,3000000.0,301000000.0,14000000.0,0.0,2501000000.0,144997000000.0,-1383000000.0,,1440000000.0,1272000000.0,171000000.0,,2143000000.0,-209000000.0,298000000.0,-11663000000.0,3.28,-104000000.0,76255000000.0,1017000000.0,2129000000.0,171000000.0,1272000000.0,70000000000.0,2143000000.0,,492000000.0,,120000000.0,33308000000.0,-14549000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,-74000000.0,,,-13000000.0,58504000000.0,270000000.0,-819000000.0,,,354800000.0,-141000000.0,47000000.0,,,,-106000000.0,,,,,1726000000.0,13244000000.0,,,185000000.0,,,,,-141000000.0,,-235000000.0,354800000.0,,,-870000000.0,35000000.0,-36000000.0,,,,,8814000000.0,,,-351000000.0,,,,,,,-0.41,-141000000.0,,56925000000.0,0.0,-0.41,,,874000000.0,-14149000000.0,,,488000000.0,,-141000000.0,,,,270000000.0,,,,0.0,,-417000000.0,0.0,,,,,,,,,,,,,,-144000000.0,67318000000.0,488000000.0,2143000000.0,171000000.0,,,1726000000.0,,,,108000000.0,24349000000.0,-5950000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,0.0,,,37000000.0,57243000000.0,215000000.0,12000000.0,,,352800000.0,32000000.0,41000000.0,,,,68000000.0,,,,,1747000000.0,696000000.0,,,149000000.0,,,,,32000000.0,,-233000000.0,352800000.0,,,-1073000000.0,36000000.0,-40000000.0,,,,,9611000000.0,,,-608000000.0,,,,,,,0.08,32000000.0,,55000000000.0,169000000.0,0.08,,,844000000.0,-1119000000.0,,,444000000.0,,32000000.0,,,,215000000.0,,,,0.0,,21000000.0,0.0,,,,,,,,,,,,,,27000000.0,66854000000.0,444000000.0,1726000000.0,340000000.0,,,1747000000.0,,,,95000000.0,18811000000.0,-17571000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,0.0,,,-17000000.0,52991000000.0,230000000.0,-203000000.0,,,352800000.0,197000000.0,-10000000.0,,,,232000000.0,,,,,1708000000.0,3264000000.0,,,138000000.0,,,,,197000000.0,,-235000000.0,352800000.0,,,-1112000000.0,35000000.0,-43000000.0,,,,,9357000000.0,,,22000000.0,,,,,,,0.54,197000000.0,,53010000000.0,0.0,0.54,,,796000000.0,-3665000000.0,,,362000000.0,,197000000.0,,,6163000000.0,230000000.0,,,,0.0,,-39000000.0,0.0,,,,,,,,,,,,,,190000000.0,62348000000.0,362000000.0,1747000000.0,340000000.0,,,1708000000.0,,,,88000000.0,22793000000.0,-20914000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,0.0,,141000000.0,-25000000.0,58338000000.0,100000000.0,430000000.0,-74000000.0,2143000000.0,352800000.0,-323000000.0,-41000000.0,-233000000.0,1720000000.0,,-288000000.0,0.0,,100000000.0,-423000000.0,1720000000.0,-4855000000.0,372000000.0,,154000000.0,353300000.0,-18000000.0,-255000000.0,,-323000000.0,1622000000.0,-391000000.0,352800000.0,,0.0,-1674000000.0,35000000.0,-39000000.0,-0.72,58338000000.0,,0.0,9428000000.0,,353300000.0,-25000000.0,67766000000.0,-233000000.0,,-1094000000.0,,626000000.0,-0.94,-323000000.0,5457000000.0,59243000000.0,0.0,-0.94,9428000000.0,761000000.0,761000000.0,4539000000.0,-78094000000.0,,328000000.0,,-323000000.0,12349000000.0,-1674000000.0,5457000000.0,100000000.0,,,,0.0,37000000.0,12000000.0,0.0,1622000000.0,94742000000.0,430000000.0,,-92000000.0,-233000000.0,340000000.0,,1720000000.0,-158000000.0,-962000000.0,-14394000000.0,-0.72,-330000000.0,67766000000.0,328000000.0,1708000000.0,340000000.0,-233000000.0,59243000000.0,1720000000.0,,100000000.0,,81000000.0,28789000000.0,-33659000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,0.0,,,1000000.0,63749000000.0,62000000.0,850000000.0,,,352800000.0,-252000000.0,-3000000.0,,,,-216000000.0,,,,,1708000000.0,-7973000000.0,,,162000000.0,,,,,-252000000.0,,-240000000.0,352800000.0,,,-2166000000.0,36000000.0,-35000000.0,,,,,9356000000.0,,,-423000000.0,,,,,,,-0.73,-252000000.0,,65748000000.0,0.0,-0.73,,,725000000.0,7541000000.0,,,420000000.0,,-252000000.0,,,,62000000.0,,,,0.0,,-12000000.0,,,,,,,,,,,,,,,-259000000.0,73105000000.0,420000000.0,1720000000.0,340000000.0,,,1708000000.0,,,725000000.0,86000000.0,27019000000.0,-36612000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,-79000000.0,,,-4000000.0,54167000000.0,74000000.0,4000000.0,,,352100000.0,512000000.0,56000000.0,,,,548000000.0,,,,,1510000000.0,7642000000.0,,,98000000.0,,,,,512000000.0,,-233000000.0,352100000.0,,,-1879000000.0,36000000.0,-45000000.0,,,,,8718000000.0,,,345000000.0,,,,,,,1.43,512000000.0,,57302000000.0,0.0,1.43,,,674000000.0,-8291000000.0,,,451000000.0,,512000000.0,,,,74000000.0,,,,0.0,,-198000000.0,,,,,,,,,,,,,,,505000000.0,62885000000.0,451000000.0,1708000000.0,340000000.0,,,1510000000.0,,,674000000.0,81000000.0,25955000000.0,-19092000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,-45000000.0,,,-5000000.0,52293000000.0,52000000.0,495000000.0,,,347800000.0,-633000000.0,-134000000.0,,,,-599000000.0,,,,,1505000000.0,5760000000.0,,,149000000.0,,,,,-633000000.0,,-216000000.0,347800000.0,,,-2727000000.0,34000000.0,-1976000000.0,,,,,8316000000.0,,,-650000000.0,,,,,,,-1.84,-633000000.0,,55638000000.0,0.0,-1.84,,,4128000000.0,-5964000000.0,,,199000000.0,,-633000000.0,,,,52000000.0,,,,,,-5000000.0,,,,,,,,,,,,,,,-640000000.0,60609000000.0,199000000.0,1510000000.0,339000000.0,,,1505000000.0,,,626000000.0,77000000.0,20005000000.0,-14873000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-161000000.0,,139000000.0,9000000.0,49050000000.0,61000000.0,-66000000.0,-285000000.0,1720000000.0,341600000.0,588000000.0,-1000000.0,215000000.0,1110000000.0,,621000000.0,0.0,,61000000.0,-610000000.0,1110000000.0,-1336000000.0,330000000.0,,104000000.0,348600000.0,1000000.0,187000000.0,,588000000.0,1428000000.0,-213000000.0,341600000.0,,,-2350000000.0,33000000.0,-7303000000.0,0.54,49050000000.0,,,7971000000.0,,348600000.0,132000000.0,57021000000.0,215000000.0,,-902000000.0,595000000.0,513000000.0,1.7,588000000.0,,52531000000.0,0.0,1.7,7971000000.0,4348000000.0,4348000000.0,583000000.0,-82621000000.0,,358000000.0,,588000000.0,4093000000.0,-2350000000.0,,61000000.0,,,,,-82000000.0,-395000000.0,,1428000000.0,83805000000.0,-66000000.0,,354000000.0,215000000.0,339000000.0,,1110000000.0,-9359000000.0,-596000000.0,-6131000000.0,0.54,581000000.0,57021000000.0,358000000.0,1505000000.0,339000000.0,215000000.0,52531000000.0,1110000000.0,,61000000.0,595000000.0,86000000.0,10826000000.0,-12044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,-116000000.0,,,12000000.0,54736000000.0,72000000.0,718000000.0,,,334400000.0,-772000000.0,30000000.0,,,,-739000000.0,,,,,1109000000.0,-2833000000.0,,,169000000.0,,,,,-772000000.0,,-208000000.0,334400000.0,,,-3329000000.0,33000000.0,-2845000000.0,,,,,7660000000.0,,,-424000000.0,,,,,,,-2.33,-772000000.0,,56093000000.0,0.0,-2.33,,,3599000000.0,2470000000.0,,,362000000.0,,-772000000.0,,,,72000000.0,,,,,,-1000000.0,,,,,,,,,,,,,,,-779000000.0,62396000000.0,362000000.0,1110000000.0,339000000.0,,,1109000000.0,,,562000000.0,99000000.0,2033000000.0,-739000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
