date,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,quarterlyDilutedAverageShares,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualBasicEPS,annualOtherIncomeExpense,trailingGrossProfit,annualRepaymentOfDebt,annualEbitda,annualNetPPE,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualCashFlowFromContinuingFinancingActivities,quarterlyNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,annualBeginningCashPosition,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,annualGrossPPE,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingSellingGeneralAndAdministration,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicEPS,annualDilutedAverageShares,quarterlyBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualInvestingCashFlow,quarterlyGrossPPE,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingInterestExpense,trailingCashDividendsPaid,annualInventory,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,quarterlyNetPPE,trailingBeginningCashPosition,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCashItems,annualCapitalStock,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualDeferredIncomeTax,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualCommonStockIssuance,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,trailingChangeInWorkingCapital,annualChangeInWorkingCapital,annualOperatingIncome,quarterlyFreeCashFlow,annualTotalRevenue,trailingChangeInAccountPayable,annualNetOtherInvestingChanges,trailingTotalRevenue,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualCashDividendsPaid,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlyGrossProfit,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPretaxIncome,annualDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,annualOperatingCashFlow,quarterlyDilutedEPS,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCashDividendsPaid,annualBasicAverageShares,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualRetainedEarnings,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualCurrentDeferredRevenue,trailingEndCashPosition,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,quarterlyStockBasedCompensation,quarterlyOtherIntangibleAssets,trailingStockBasedCompensation,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyRetainedEarnings,trailingBasicEPS
1970-01-01 00:00:01.009756800,,,,,279494000.0,269000,2.4,45746000.0,,,-1251000.0,,218935000.0,,6571000.0,,266704000,0.0,9194000.0,-35231000.0,-58000.0,,0,,,,1566000.0,9194000,,,9194000,,0.0,,145000.0,,,,,,-109000.0,426000.0,,,,,47769000,1251000.0,,,,17500000.0,,43522000.0,,11746000.0,,,-9065000.0,-119000.0,,,-269000,,,,,,,,,,7628000.0,2.4,,0.0,,218935000.0,,2623000.0,973000.0,,-269000,,0.0,,,42978000.0,21500000.0,47769000.0,,-156000.0,-1251000.0,11746000.0,,,-119000.0,,,269000.0,,,484000,9194000,,21984000.0,,288688000,288688000.0,,43522000.0,9194000.0,11794000,,279494000,21500000.0,,0.0,,0.0,,426000.0,-35231000.0,,,,,,,1251000.0,,0.0,,21984000,,,,266704000.0,9194000.0,11794000,11794000,,,-58000.0,9194000.0,58000.0,21500000.0,,,,,,9194000.0,12208000.0,42978000.0,,,21500000.0,,484000.0,-9065000.0,17500000.0,,43522000.0,58000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,17500000.0,,377000,,,,,,,221251000.0,,9194000.0,,269729000,,,,-28000.0,,0,,,,,12464000,,,12464000,,,,88000.0,,,,,,133000.0,524000.0,,,,,48478000,,,,0.66,,17500000.0,,,12363000.0,,,-9065000.0,,,,-377000,,,,,,,,,,,,,0.0,,,,3270000.0,,,-377000,,,,,,21500000.0,,,,,12363000.0,,,,,,377000.0,,,617000,12464000,,,,291846000,,,,,11922000,,279382000,,,,,0.0,,,,,,,,,,,,0.0,,22117000,,,,,,11922000,11922000,,,-28000.0,12464000.0,,21500000.0,,,,,,,12387000.0,,0.66,,,,,-9065000.0,,,,93000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,17500000.0,,304000,,,,,,,223737000.0,,12464000.0,,272012000,,,,-23000.0,,0,,,,,6268000,,,6268000,,,,61000.0,,,,,,-195000.0,395000.0,,,,,48275000,,,,0.67,,17500000.0,,,12892000.0,,,-19065000.0,,,,-304000,,,,,,,,,,,,,0.0,,,,-6196000.0,,,-304000,,,,,,11500000.0,,,,,12892000.0,,,,,,304000.0,,,422000,6268000,,,,283934000,,,,,12214000,,277666000,,,,,0.0,,,,,,,,,,,,-10000000.0,,11922000,,,,,,12214000,12214000,,,-23000.0,6268000.0,,11500000.0,,,,,,,12579000.0,,0.67,,,,,-9065000.0,,,,27000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,17500000.0,,403000,,,,,,,226435000.0,,6268000.0,,274727000,,,,-4571000.0,,0,,,,,5499000,,,5499000,,,,100000.0,,,,,,102000.0,496000.0,,,,,48292000,,,,0.68,,17500000.0,,,13417000.0,,,-9615000.0,,,,-403000,,,,,,,,,,,,,0.0,,,,-769000.0,,,-403000,,,,,,11500000.0,,,,,13417000.0,,,,,,403000.0,,,524000,5499000,,,,286751000,,,,,12448000,,281252000,,,,,0.0,,,,,,,,,,,,-35000.0,,12024000,,,,,,12448000,12448000,,,-4571000.0,5499000.0,,11500000.0,,,,,,,12951000.0,,0.68,,,,,-9580000.0,,,,28000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,,,279600000.0,416000,2.5,47500000.0,,,-1500000.0,,238900000.0,,5499000.0,,273900000,0.0,6400000.0,-47500000.0,-2778000.0,,0,,,,9200000.0,6400000,,,6400000,,0.0,,252000.0,,,,,,260000.0,600000.0,,,,,35000000,1500000.0,,,,18200000.0,,45500000.0,,13428000.0,,,-9755000.0,-7400000.0,,,-416000,,,,,,,,,,-2800000.0,2.5,,0.0,,238900000.0,,895000.0,500000.0,,-416000,,-100000.0,,,52100000.0,11500000.0,35000000.0,,300000.0,-1500000.0,13428000.0,,,-7400000.0,,,416000.0,,,600000,6400000,,12100000.0,,286000000,286000000.0,,45500000.0,6400000.0,8916000,,279600000,11500000.0,,0.0,,0.0,,600000.0,-37400000.0,,,,,,,1500000.0,,-65000.0,,12100000,,,,273900000.0,6400000.0,8916000,8916000,,,-2778000.0,6400000.0,,11500000.0,,,,,,6400000.0,9583000.0,52100000.0,,,11500000.0,,600000.0,-9690000.0,18200000.0,,45500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,17500000.0,,400000,,,,,,,241000000.0,,6400000.0,,276200000,,,,-3300000.0,,0,,,,,4000000,,,4000000,,,,,,,,,,-100000.0,500000.0,,,,,35200000,,,,0.66,,17500000.0,,,13500000.0,,,-12600000.0,,,,-400000,,,,,,,,,,,,,0.0,,,,-2400000.0,,,-400000,,,,,,8500000.0,,,,,13500000.0,,,,,,400000.0,,,500000,4000000,,,,285200000,,,,,11900000,,281200000,,,,,0.0,,,,,,,,,,,,0.0,,9000000,,,,,,11900000,11900000,,,-3300000.0,4000000.0,,8500000.0,,,,,,,12300000.0,,0.66,,,,,-9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,17500000.0,,400000,,,,,,,243100000.0,,4000000.0,,278500000,,,,0.0,,0,,,,,2300000,,,2300000,,,,100000.0,,,,,,0.0,500000.0,,,,,35400000,,,,0.66,,17500000.0,,,10900000.0,,,-12600000.0,,,,-400000,,,,,,,,,,,,,0.0,,,,-1700000.0,,,-400000,,,,,,5500000.0,,,,,10900000.0,,,,,,400000.0,,,500000,2300000,,,,284500000,,,,,12000000,,282200000,,,,,0.0,,,,,,,,,,,,0.0,,6000000,,,,,,12000000,12000000,,,0.0,2300000.0,,5500000.0,,,,,,,12500000.0,,0.66,,,,,-9600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,17500000.0,,500000,,,,,,,245000000.0,,2300000.0,,280100000,,,,-800000.0,,0,,,,,4200000,,,4200000,,,,,5500000.0,,,,,,,,,,,35100000,,,,0.65,,17500000.0,,,12800000.0,,,-10100000.0,,,,-500000,,,,,,,,,,,,,600000.0,,,,1900000.0,,,-500000,,,,,,,,,,,12800000.0,,,,,,500000.0,,,6100000,4200000,,,,286200000,,,,,12000000,,282000000,,,,,,,,,,,,,,,,,0.0,,6100000,,,,,,12000000,12000000,,,-800000.0,4200000.0,,,,,,,,,12500000.0,,0.65,,,,,-10100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,,,280600000.0,400000,2.63,49800000.0,,,-1700000.0,,260400000.0,,4200000.0,,282000000,0.0,7500000.0,-45400000.0,1000000.0,,0,,,,6400000.0,7500000,,,7500000,,,,0.0,5500000.0,,,,,,600000.0,,,,,21600000,1700000.0,,,,17500000.0,,48000000.0,,12400000.0,,,-10100000.0,-3100000.0,,,-400000,,,,,,,,,,1100000.0,2.63,,0.0,,260400000.0,,3300000.0,100000.0,,-400000,,0.0,,,49600000.0,,21600000.0,,,-1700000.0,12400000.0,,,-3100000.0,,,400000.0,,,6100000,7500000,,6100000.0,,288100000,288100000.0,,48000000.0,7500000.0,12100000,5500000.0,280600000,,,0.0,,,,600000.0,-39400000.0,,,,,,,1700000.0,,0.0,,6100000,,,,282000000.0,7500000.0,12100000,12100000,,,1000000.0,7500000.0,,,,,,,,7500000.0,12500000.0,49600000.0,,,,,6100000.0,-10100000.0,17500000.0,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,17500000.0,,500000,,,,,,,263800000.0,,7500000.0,,285500000,,,,-17500000.0,,0,,,,,2300000,,,2300000,,,,100000.0,,,,,,100000.0,700000.0,,,,,21700000,,,,0.75,,17500000.0,,,13400000.0,,,-1100000.0,,,,-500000,,,,,,,,,,,,,0.0,,,,-5200000.0,,,-500000,,,,,,14500000.0,,,,,13400000.0,,,,,,500000.0,,,700000,2300000,,,,300700000,,,,,13700000,,298400000,,,,,0.0,,,,,,,,,,,,0.0,,15200000,,,,,,13700000,13700000,,,-17500000.0,2300000.0,,14500000.0,,,,,,,14300000.0,,0.75,,,,,-10100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
